genelist,Ensembl.ID
EIF5AP2,ENSG00000267679
EIF5AP3,ENSG00000267346
EIF5AP4,ENSG00000234743
EIF5B,ENSG00000158417
EIF5P1,ENSG00000215319
EIF5P2,ENSG00000275800
EIF6,ENSG00000242372
ELAC1,ENSG00000141642
ELAC2,ENSG00000006744
ELANE,ENSG00000197561
ELAVL2,ENSG00000107105
ELAVL3,ENSG00000196361
ELAVL4,ENSG00000162374
ELAVL4-AS1,ENSG00000237337
ELDR,ENSG00000280890
ELF1,ENSG00000120690
ELF2,ENSG00000109381
ELF3-AS1,ENSG00000234678
ELF4,ENSG00000102034
ELFN1,ENSG00000225968
ELFN2,ENSG00000166897
ELK1,ENSG00000126767
ELK1P1,ENSG00000234359
ELK2BP,ENSG00000234402
ELK3,ENSG00000111145
ELK4,ENSG00000158711
ELL2,ENSG00000118985
ELL2P1,ENSG00000227295
ELL2P3,ENSG00000234765
ELMO1,ENSG00000155849
ELMO1-AS1,ENSG00000224101
ELMO2,ENSG00000062598
ELMO2P1,ENSG00000276172
ELMOD1,ENSG00000110675
ELMOD3,ENSG00000115459
ELN,ENSG00000049540
ELN-AS1,ENSG00000232415
ELOA,ENSG00000011007
ELOA2,ENSG00000206181
ELOB,ENSG00000103363
ELOBP1,ENSG00000234152
ELOBP2,ENSG00000255262
ELOBP4,ENSG00000234167
ELOC,ENSG00000154582
ELOCP11,ENSG00000227867
ELOCP12,ENSG00000230412
ELOCP13,ENSG00000225716
ELOCP15,ENSG00000232029
ELOCP16,ENSG00000227915
ELOCP17,ENSG00000232695
ELOCP19,ENSG00000241975
ELOCP2,ENSG00000259838
ELOCP20,ENSG00000229101
ELOCP22,ENSG00000255006
ELOCP23,ENSG00000224686
ELOCP24,ENSG00000228410
ELOCP26,ENSG00000236599
ELOCP3,ENSG00000229919
ELOCP4,ENSG00000232924
ELOCP5,ENSG00000271123
ELOCP6,ENSG00000225740
ELOCP7,ENSG00000230377
ELOCP9,ENSG00000231540
ELOVL1,ENSG00000066322
ELOVL6,ENSG00000170522
ELOVL7,ENSG00000164181
ELP1,ENSG00000070061
ELP2,ENSG00000134759
ELP3,ENSG00000134014
ELP5,ENSG00000170291
EMB,ENSG00000170571
EMBP1,ENSG00000231752
EMC1,ENSG00000127463
EMC1-AS1,ENSG00000230424
EMC10,ENSG00000161671
EMC2,ENSG00000104412
EMC3,ENSG00000125037
EMC4,ENSG00000128463
EMC8,ENSG00000131148
EMCN,ENSG00000164035
EMD,ENSG00000102119
EME1,ENSG00000154920
EMG1,ENSG00000126749
EMILIN1,ENSG00000138080
EMILIN2,ENSG00000132205
EMILIN3,ENSG00000183798
EML1,ENSG00000066629
EML2,ENSG00000125746
EML3,ENSG00000149499
EML4,ENSG00000143924
EML5,ENSG00000165521
EML6,ENSG00000214595
EML6-AS1,ENSG00000231334
EMP1,ENSG00000134531
EMP2,ENSG00000213853
EMP3,ENSG00000142227
EMSY,ENSG00000158636
EMX1,ENSG00000135638
EMX2,ENSG00000170370
EMX2OS,ENSG00000229847
EN2,ENSG00000164778
ENAH,ENSG00000154380
ENC1,ENSG00000171617
ENDOD1,ENSG00000149218
ENDOU,ENSG00000111405
ENDOV,ENSG00000173818
ENGASE,ENSG00000167280
ENHO,ENSG00000168913
ENKD1,ENSG00000124074
ENKUR,ENSG00000151023
ENO1,ENSG00000074800
ENO1P1,ENSG00000244457
ENO1P3,ENSG00000243986
ENOPH1,ENSG00000145293
ENOX1-AS1,ENSG00000233821
ENOX1-AS2,ENSG00000238189
ENOX2,ENSG00000165675
ENPEP,ENSG00000138792
ENPP1,ENSG00000197594
ENPP7,ENSG00000182156
ENPP7P10,ENSG00000249767
ENPP7P14,ENSG00000273963
ENPP7P3,ENSG00000248618
ENPP7P4,ENSG00000241278
ENPP7P5,ENSG00000256589
ENPP7P6,ENSG00000255549
ENPP7P7,ENSG00000273819
ENPP7P8,ENSG00000255319
ENSAP2,ENSG00000259032
ENTHD1,ENSG00000176177
ENTPD1-AS1,ENSG00000226688
ENTPD2,ENSG00000054179
ENTPD3,ENSG00000168032
ENTPD3-AS1,ENSG00000223797
ENTPD4,ENSG00000197217
ENTPD5,ENSG00000187097
ENTPD6,ENSG00000197586
ENTPD7,ENSG00000198018
ENTR1,ENSG00000165689
EP300,ENSG00000100393
EP300-AS1,ENSG00000231993
EPAS1,ENSG00000116016
EPB41L4A,ENSG00000129595
EPB41L4A-AS1,ENSG00000224032
EPB42,ENSG00000166947
EPC2,ENSG00000135999
EPHA1,ENSG00000146904
EPHA1-AS1,ENSG00000229153
EPHA10,ENSG00000183317
EPHA3,ENSG00000044524
EPHA5,ENSG00000145242
EPHA7,ENSG00000135333
EPHB1,ENSG00000154928
EPHB3,ENSG00000182580
EPHB4,ENSG00000196411
EPHX1,ENSG00000143819
EPM2AIP1,ENSG00000178567
EPN1,ENSG00000063245
EPN2,ENSG00000072134
EPN2-AS1,ENSG00000235397
EPOP,ENSG00000273604
EPPIN,ENSG00000101448
EPPIN-WFDC6,ENSG00000249139
EPRS1,ENSG00000136628
EPS15,ENSG00000085832
EPS15L1,ENSG00000127527
EPS15P1,ENSG00000242948
EPS8L1,ENSG00000131037
EPS8L2,ENSG00000177106
EPS8L3,ENSG00000198758
EPSTI1,ENSG00000133106
EPX,ENSG00000121053
ERAL1,ENSG00000132591
ERBB2,ENSG00000141736
ERBB3,ENSG00000065361
ERBB4,ENSG00000178568
ERBIN,ENSG00000112851
ERC1,ENSG00000082805
ERC2,ENSG00000187672
ERC2-IT1,ENSG00000281708
ERCC1,ENSG00000012061
ERCC2,ENSG00000104884
ERCC3,ENSG00000163161
ERCC6,ENSG00000225830
ERCC6L,ENSG00000186871
ERCC6L2,ENSG00000182150
ERFL,ENSG00000268041
ERG,ENSG00000157554
ERGIC1,ENSG00000113719
ERGIC2,ENSG00000087502
ERHP1,ENSG00000254270
ERHP2,ENSG00000218143
ERI3-IT1,ENSG00000233602
ERICD,ENSG00000280303
ERICH1,ENSG00000104714
ERICH2,ENSG00000204334
ERICH4,ENSG00000204978
ERICH6,ENSG00000163645
ERICH6-AS1,ENSG00000240137
ERLEC1,ENSG00000068912
ERLEC1P1,ENSG00000240755
ERLIN1,ENSG00000107566
ERLIN2,ENSG00000147475
ERLNC1,ENSG00000230550
ERMAP,ENSG00000164010
ERMARD,ENSG00000130023
ERMN,ENSG00000136541
ERMP1,ENSG00000099219
ERP27,ENSG00000139055
ERP29,ENSG00000089248
ERP29P1,ENSG00000233347
ERP44,ENSG00000023318
ERV3-1,ENSG00000213462
ERVE-1,ENSG00000267259
ERVFRD-3,ENSG00000264801
ERVH-1,ENSG00000251292
ERVH48-1,ENSG00000233056
ERVK-28,ENSG00000267696
ERVK13-1,ENSG00000260565
ERVK3-1,ENSG00000142396
ERVK9-11,ENSG00000269486
ERVMER61-1,ENSG00000230426
ERVV-1,ENSG00000269526
ERVV-2,ENSG00000268964
ESAM,ENSG00000149564
ESCO2,ENSG00000171320
ESD,ENSG00000139684
ESF1,ENSG00000089048
ESM1,ENSG00000164283
ESPL1,ENSG00000135476
ESPNL,ENSG00000144488
ESPNP,ENSG00000268869
ESR1,ENSG00000091831
ESR2,ENSG00000140009
ESRG,ENSG00000265992
ESRP1,ENSG00000104413
ESRP2,ENSG00000103067
ESRRA,ENSG00000173153
ESRRAP1,ENSG00000215572
ESRRAP2,ENSG00000235438
ESRRG,ENSG00000196482
ESS2,ENSG00000100056
ESX1,ENSG00000123576
ESYT2,ENSG00000117868
ESYT3,ENSG00000158220
ETDA,ENSG00000238210
ETDB,ENSG00000224107
ETF1,ENSG00000120705
ETF1P1,ENSG00000232757
ETF1P3,ENSG00000233833
ETFB,ENSG00000105379
ETFBKMT,ENSG00000139160
ETFDH,ENSG00000171503
ETHE1,ENSG00000105755
ETNK1,ENSG00000139163
ETS1-AS1,ENSG00000254588
ETS2,ENSG00000157557
ETV3,ENSG00000117036
ETV3L,ENSG00000253831
ETV6,ENSG00000139083
ETV7,ENSG00000010030
ETV7-AS1,ENSG00000224666
EVA1B,ENSG00000142694
EVA1C,ENSG00000166979
EVI2A,ENSG00000126860
EVI2B,ENSG00000185862
EVI5,ENSG00000067208
EVI5L,ENSG00000142459
EVL,ENSG00000196405
EVPL,ENSG00000167880
EVPLL,ENSG00000214860
EVX1,ENSG00000106038
EVX1-AS,ENSG00000253405
EXD2,ENSG00000081177
EXO1,ENSG00000174371
EXOC1,ENSG00000090989
EXOC3,ENSG00000180104
EXOC3L1,ENSG00000179044
EXOC3L2,ENSG00000283632
EXOC3L4,ENSG00000205436
EXOC4,ENSG00000131558
EXOC6,ENSG00000138190
EXOC7P1,ENSG00000250485
EXOSC1,ENSG00000171311
EXOSC10,ENSG00000171824
EXOSC10-AS1,ENSG00000230337
EXOSC2,ENSG00000130713
EXOSC3P2,ENSG00000269763
EXOSC4,ENSG00000178896
EXOSC5,ENSG00000077348
EXOSC7,ENSG00000075914
EXT1,ENSG00000182197
EXT2,ENSG00000151348
EXTL1,ENSG00000158008
EYA1,ENSG00000104313
EYA2,ENSG00000064655
EYA4,ENSG00000112319
EYS,ENSG00000188107
EZH1,ENSG00000108799
EZH2P1,ENSG00000231300
EZR,ENSG00000092820
F10,ENSG00000126218
F10-AS1,ENSG00000231882
F11,ENSG00000088926
F11-AS1,ENSG00000251165
F11R,ENSG00000158769
F13A1,ENSG00000124491
F2,ENSG00000180210
F2RL2,ENSG00000164220
F5,ENSG00000198734
F7,ENSG00000057593
F8,ENSG00000185010
F8A1,ENSG00000277203
F8A2,ENSG00000274791
F8A3,ENSG00000277150
F9,ENSG00000101981
FA2H,ENSG00000103089
FAAH,ENSG00000117480
FAAH2,ENSG00000165591
FAAHP1,ENSG00000232022
FAAP100,ENSG00000185504
FABP12P1,ENSG00000216265
FABP2,ENSG00000145384
FABP3,ENSG00000121769
FABP4,ENSG00000170323
FABP5P10,ENSG00000213201
FABP5P11,ENSG00000240122
FABP5P12,ENSG00000249367
FABP5P13,ENSG00000234958
FABP5P14,ENSG00000234588
FABP5P3,ENSG00000241735
FABP5P6,ENSG00000249919
FABP7P1,ENSG00000226766
FABP9,ENSG00000205186
FADS1,ENSG00000149485
FADS2,ENSG00000134824
FAF1,ENSG00000185104
FAF2,ENSG00000113194
FAF2P1,ENSG00000228759
FAHD1,ENSG00000180185
FAHD2A,ENSG00000115042
FAHD2B,ENSG00000144199
FAHD2CP,ENSG00000231584
FAHD2P1,ENSG00000257302
FAIM,ENSG00000158234
FALEC,ENSG00000228126
FAM104A,ENSG00000133193
FAM104B,ENSG00000182518
FAM106A,ENSG00000273018
FAM107B,ENSG00000065809
FAM110D,ENSG00000197245
FAM111A,ENSG00000166801
FAM111A-DT,ENSG00000245571
FAM111B,ENSG00000189057
FAM114A1,ENSG00000197712
FAM114A2,ENSG00000055147
FAM117A,ENSG00000121104
FAM117B,ENSG00000138439
FAM118B,ENSG00000197798
FAM120AOS,ENSG00000188938
FAM120B,ENSG00000112584
FAM120C,ENSG00000184083
FAM122B,ENSG00000156504
FAM124A,ENSG00000150510
FAM124B,ENSG00000124019
FAM126B,ENSG00000155744
FAM131A,ENSG00000175182
FAM131B,ENSG00000159784
FAM133A,ENSG00000179083
FAM133B,ENSG00000234545
FAM133CP,ENSG00000183055
FAM135A,ENSG00000082269
FAM135A-AS1,ENSG00000224349
FAM135B,ENSG00000147724
FAM136A,ENSG00000035141
FAM136BP,ENSG00000232654
FAM138A,ENSG00000237613
FAM138C,ENSG00000218839
FAM138F,ENSG00000282591
FAM13A,ENSG00000138640
FAM13C,ENSG00000148541
FAM149A,ENSG00000109794
FAM149B1,ENSG00000138286
FAM151B,ENSG00000152380
FAM155A,ENSG00000204442
FAM155B,ENSG00000130054
FAM156A,ENSG00000268350
FAM156B,ENSG00000179304
FAM157A,ENSG00000236438
FAM160A1,ENSG00000164142
FAM160A1-DT,ENSG00000251611
FAM160A2,ENSG00000051009
FAM160B1,ENSG00000151553
FAM161A,ENSG00000170264
FAM161B,ENSG00000156050
FAM162B,ENSG00000183807
FAM163A,ENSG00000143340
FAM163B,ENSG00000196990
FAM166A,ENSG00000188163
FAM166B,ENSG00000215187
FAM166C,ENSG00000173557
FAM167A,ENSG00000154319
FAM167A-AS1,ENSG00000184608
FAM167B,ENSG00000183615
FAM168A,ENSG00000054965
FAM168B,ENSG00000152102
FAM169A,ENSG00000198780
FAM169B,ENSG00000283597
FAM170A,ENSG00000164334
FAM170B-AS1,ENSG00000234736
FAM171A1,ENSG00000148468
FAM171A2,ENSG00000161682
FAM171B,ENSG00000144369
FAM172A,ENSG00000113391
FAM174A,ENSG00000174132
FAM174B,ENSG00000185442
FAM174C,ENSG00000228300
FAM177A1,ENSG00000151327
FAM177A1P1,ENSG00000214886
FAM180A,ENSG00000189320
FAM180B,ENSG00000196666
FAM181A,ENSG00000140067
FAM181A-AS1,ENSG00000258584
FAM181B,ENSG00000182103
FAM183A,ENSG00000186973
FAM183BP,ENSG00000164556
FAM183DP,ENSG00000205716
FAM184A,ENSG00000111879
FAM184B,ENSG00000047662
FAM185A,ENSG00000222011
FAM185BP,ENSG00000214439
FAM187A,ENSG00000214447
FAM187B,ENSG00000177558
FAM187B2P,ENSG00000262497
FAM189A1,ENSG00000104059
FAM189A2,ENSG00000135063
FAM189B,ENSG00000160767
FAM192BP,ENSG00000231841
FAM193A,ENSG00000125386
FAM193B,ENSG00000146067
FAM197Y1,ENSG00000224336
FAM197Y3,ENSG00000230066
FAM197Y4,ENSG00000274196
FAM197Y5,ENSG00000225516
FAM197Y7,ENSG00000228383
FAM197Y9,ENSG00000234830
FAM199X,ENSG00000123575
FAM200A,ENSG00000221909
FAM201B,ENSG00000230992
FAM204A,ENSG00000165669
FAM204BP,ENSG00000233040
FAM204CP,ENSG00000230902
FAM204DP,ENSG00000258552
FAM205BP,ENSG00000257198
FAM207BP,ENSG00000228797
FAM209A,ENSG00000124103
FAM209B,ENSG00000213714
FAM20C,ENSG00000177706
FAM210B,ENSG00000124098
FAM210CP,ENSG00000213770
FAM214A,ENSG00000047346
FAM214B,ENSG00000005238
FAM215A,ENSG00000267496
FAM215B,ENSG00000232300
FAM216A,ENSG00000204856
FAM216B,ENSG00000179813
FAM217A,ENSG00000145975
FAM217B,ENSG00000196227
FAM218A,ENSG00000250486
FAM218BP,ENSG00000221891
FAM21FP,ENSG00000237840
FAM220A,ENSG00000178397
FAM220BP,ENSG00000176007
FAM221B,ENSG00000204930
FAM222A,ENSG00000139438
FAM222A-AS1,ENSG00000255650
FAM222B,ENSG00000173065
FAM223A,ENSG00000279245
FAM223B,ENSG00000272681
FAM224B,ENSG00000230663
FAM226B,ENSG00000269911
FAM227A,ENSG00000184949
FAM227B,ENSG00000166262
FAM228A,ENSG00000186453
FAM228B,ENSG00000219626
FAM230B,ENSG00000215498
FAM230F,ENSG00000276095
FAM230I,ENSG00000178248
FAM236B,ENSG00000268994
FAM236D,ENSG00000225396
FAM237A,ENSG00000235118
FAM238B,ENSG00000231976
FAM238C,ENSG00000283709
FAM240B,ENSG00000283329
FAM240C,ENSG00000216921
FAM241A,ENSG00000174749
FAM242A,ENSG00000231934
FAM242B,ENSG00000287889
FAM242E,ENSG00000229697
FAM242F,ENSG00000275239
FAM245A,ENSG00000228055
FAM245B,ENSG00000285662
FAM24A,ENSG00000203795
FAM25BP,ENSG00000273225
FAM25C,ENSG00000276430
FAM25G,ENSG00000189090
FAM27E5,ENSG00000178130
FAM30A,ENSG00000226777
FAM30B,ENSG00000277988
FAM30C,ENSG00000259698
FAM32BP,ENSG00000203416
FAM32CP,ENSG00000213525
FAM3A,ENSG00000071889
FAM3B,ENSG00000183844
FAM3C,ENSG00000196937
FAM41AY1,ENSG00000224989
FAM41AY2,ENSG00000226362
FAM43B,ENSG00000183114
FAM47A,ENSG00000185448
FAM47C,ENSG00000198173
FAM47E-STBD1,ENSG00000272414
FAM50A,ENSG00000071859
FAM66A,ENSG00000227888
FAM66C,ENSG00000226711
FAM66D,ENSG00000255052
FAM71B,ENSG00000170613
FAM71BP1,ENSG00000270683
FAM71D,ENSG00000172717
FAM71E1,ENSG00000142530
FAM71F1,ENSG00000135248
FAM72A,ENSG00000196550
FAM72B,ENSG00000188610
FAM72C,ENSG00000263513
FAM72D,ENSG00000215784
FAM74A3,ENSG00000274355
FAM74A4,ENSG00000274583
FAM76A,ENSG00000009780
FAM76B,ENSG00000077458
FAM78A,ENSG00000126882
FAM78B,ENSG00000188859
FAM78B-AS1,ENSG00000203307
FAM81A,ENSG00000157470
FAM81B,ENSG00000153347
FAM83A-AS1,ENSG00000204949
FAM83B,ENSG00000168143
FAM83C,ENSG00000125998
FAM83D,ENSG00000101447
FAM83E,ENSG00000105523
FAM83F,ENSG00000133477
FAM83G,ENSG00000188522
FAM83H,ENSG00000180921
FAM85B,ENSG00000253893
FAM86B1,ENSG00000186523
FAM86B2,ENSG00000145002
FAM86C2P,ENSG00000160172
FAM86EP,ENSG00000251669
FAM86FP,ENSG00000164845
FAM86HP,ENSG00000253540
FAM86JP,ENSG00000171084
FAM86KP,ENSG00000163612
FAM86MP,ENSG00000186234
FAM87A,ENSG00000182366
FAM87B,ENSG00000177757
FAM89B,ENSG00000176973
FAM8A6P,ENSG00000218772
FAM90A11P,ENSG00000233115
FAM90A15P,ENSG00000230045
FAM90A21P,ENSG00000234749
FAM90A25P,ENSG00000251402
FAM90A26,ENSG00000229924
FAM90A27P,ENSG00000189348
FAM90A2P,ENSG00000205879
FAM90A3P,ENSG00000233132
FAM90A4P,ENSG00000249005
FAM90A5P,ENSG00000215373
FAM91A3P,ENSG00000242352
FAM95C,ENSG00000283486
FAM96AP1,ENSG00000234048
FAM9B,ENSG00000177138
FAN1,ENSG00000198690
FANCA,ENSG00000187741
FANCB,ENSG00000181544
FANCF,ENSG00000183161
FANCG,ENSG00000221829
FANCI,ENSG00000140525
FANCL,ENSG00000115392
FANCM,ENSG00000187790
FANK1,ENSG00000203780
FANK1-AS1,ENSG00000233409
FAP,ENSG00000078098
FAR1-IT1,ENSG00000254791
FAR2,ENSG00000064763
FAR2P1,ENSG00000180178
FAR2P2,ENSG00000178162
FAR2P4,ENSG00000231431
FARP1-AS1,ENSG00000231194
FARP2,ENSG00000006607
FARS2,ENSG00000145982
FARSA,ENSG00000179115
FARSB,ENSG00000116120
FARSBP1,ENSG00000231060
FAS,ENSG00000026103
FASLG,ENSG00000117560
FASN,ENSG00000169710
FASTK,ENSG00000164896
FASTKD1,ENSG00000138399
FASTKD2,ENSG00000118246
FASTKD3,ENSG00000124279
FAT1,ENSG00000083857
FAT4,ENSG00000196159
FATE1,ENSG00000147378
FAU,ENSG00000149806
FAUP1,ENSG00000235297
FAXC,ENSG00000146267
FAXDC2,ENSG00000170271
FBF1,ENSG00000188878
FBH1,ENSG00000134452
FBL,ENSG00000105202
FBLN1,ENSG00000077942
FBLN5,ENSG00000140092
FBLN7,ENSG00000144152
FBN1,ENSG00000166147
FBN2,ENSG00000138829
FBN3,ENSG00000142449
FBP2P1,ENSG00000237743
FBRS,ENSG00000156860
FBRSL1,ENSG00000112787
FBXL12,ENSG00000127452
FBXL13,ENSG00000161040
FBXL15,ENSG00000107872
FBXL17,ENSG00000145743
FBXL18,ENSG00000155034
FBXL19,ENSG00000099364
FBXL2,ENSG00000153558
FBXL20,ENSG00000108306
FBXL21P,ENSG00000164616
FBXL22,ENSG00000197361
FBXL3,ENSG00000005812
FBXL5,ENSG00000118564
FBXL6,ENSG00000182325
FBXL8,ENSG00000135722
FBXO10,ENSG00000147912
FBXO11,ENSG00000138081
FBXO2,ENSG00000116661
FBXO24,ENSG00000106336
FBXO25,ENSG00000147364
FBXO3,ENSG00000110429
FBXO3-DT,ENSG00000254508
FBXO31,ENSG00000103264
FBXO32,ENSG00000156804
FBXO33,ENSG00000165355
FBXO34,ENSG00000178974
FBXO36P1,ENSG00000266117
FBXO38,ENSG00000145868
FBXO4,ENSG00000151876
FBXO43,ENSG00000156509
FBXO46,ENSG00000177051
FBXO47,ENSG00000204952
FBXO5,ENSG00000112029
FBXO6,ENSG00000116663
FBXO9,ENSG00000112146
FBXW11P1,ENSG00000230870
FBXW12,ENSG00000164049
FBXW2,ENSG00000119402
FBXW4,ENSG00000107829
FBXW4P1,ENSG00000230701
FBXW7-AS1,ENSG00000270751
FBXW9,ENSG00000132004
FCF1,ENSG00000119616
FCF1P1,ENSG00000227436
FCF1P10,ENSG00000218490
FCF1P3,ENSG00000239997
FCF1P5,ENSG00000220392
FCF1P6,ENSG00000225671
FCF1P7,ENSG00000224727
FCF1P9,ENSG00000231478
FCGBP,ENSG00000275395
FCGR1A,ENSG00000150337
FCGR1B,ENSG00000198019
FCGR2A,ENSG00000143226
FCGR2B,ENSG00000072694
FCGR2C,ENSG00000244682
FCGR3A,ENSG00000203747
FCGR3B,ENSG00000162747
FCGRT,ENSG00000104870
FCHO1,ENSG00000130475
FCHSD1,ENSG00000197948
FCHSD2,ENSG00000137478
FCMR,ENSG00000162894
FCN1,ENSG00000085265
FCN2,ENSG00000160339
FCN3,ENSG00000142748
FCRL1,ENSG00000163534
FCRL2,ENSG00000132704
FCRL4,ENSG00000163518
FCRL5,ENSG00000143297
FCRL6,ENSG00000181036
FCRLA,ENSG00000132185
FCRLB,ENSG00000162746
FDFT1,ENSG00000079459
FDPS,ENSG00000160752
FDPSP1,ENSG00000225462
FDPSP2,ENSG00000233980
FDPSP3,ENSG00000258872
FDPSP4,ENSG00000254793
FDPSP5,ENSG00000215035
FDPSP7,ENSG00000231087
FDPSP8,ENSG00000224763
FDX1,ENSG00000137714
FDX1P1,ENSG00000181741
FDX2,ENSG00000267673
FDXACB1,ENSG00000255561
FDXR,ENSG00000161513
FECH,ENSG00000066926
FECHP1,ENSG00000235534
FEM1A,ENSG00000141965
FEM1AP2,ENSG00000265296
FEM1AP4,ENSG00000235876
FEM1B,ENSG00000169018
FEM1C,ENSG00000145780
FEN1,ENSG00000168496
FEN1P1,ENSG00000215873
FENDRR,ENSG00000268388
FER,ENSG00000151422
FER1L4,ENSG00000088340
FER1L5,ENSG00000249715
FER1L6-AS1,ENSG00000181171
FERD3L,ENSG00000146618
FERMT2,ENSG00000073712
FES,ENSG00000182511
FETUB,ENSG00000090512
FEZ1,ENSG00000149557
FEZF1,ENSG00000128610
FEZF1-AS1,ENSG00000230316
FEZF2,ENSG00000153266
FFAR1,ENSG00000126266
FFAR3,ENSG00000185897
FFAR4,ENSG00000186188
FGB,ENSG00000171564
FGD1,ENSG00000102302
FGD2,ENSG00000146192
FGD4,ENSG00000139132
FGD5P1,ENSG00000275340
FGD6,ENSG00000180263
FGF1,ENSG00000113578
FGF10,ENSG00000070193
FGF10-AS1,ENSG00000248464
FGF11,ENSG00000161958
FGF12,ENSG00000114279
FGF12-AS2,ENSG00000230126
FGF13,ENSG00000129682
FGF13-AS1,ENSG00000226031
FGF14,ENSG00000102466
FGF14-AS1,ENSG00000234445
FGF14-AS2,ENSG00000272143
FGF14-IT1,ENSG00000243319
FGF19,ENSG00000162344
FGF20,ENSG00000078579
FGF21,ENSG00000105550
FGF23,ENSG00000118972
FGF3,ENSG00000186895
FGF7P5,ENSG00000204816
FGF7P6,ENSG00000227449
FGFBP1,ENSG00000137440
FGFBP2,ENSG00000137441
FGFR1OP2,ENSG00000111790
FGFR2,ENSG00000066468
FGFR3P1,ENSG00000230994
FGFR4,ENSG00000160867
FGG,ENSG00000171557
FGL1,ENSG00000104760
FGL2,ENSG00000127951
FGR,ENSG00000000938
FHDC1,ENSG00000137460
FHIT,ENSG00000189283
FHL3,ENSG00000183386
FHOD1,ENSG00000135723
FHOD3,ENSG00000134775
FHP1,ENSG00000234213
FIBCD1,ENSG00000130720
FIBIN,ENSG00000176971
FIBP,ENSG00000172500
FICD,ENSG00000198855
FIGLA,ENSG00000183733
FIGN,ENSG00000182263
FIGNL1,ENSG00000132436
FIGNL2,ENSG00000261308
FILIP1,ENSG00000118407
FILIP1L,ENSG00000168386
FILNC1,ENSG00000231426
FIP1L1,ENSG00000145216
FIRRE,ENSG00000213468
FITM1,ENSG00000139914
FITM2,ENSG00000197296
FIZ1,ENSG00000179943
FKBP11,ENSG00000134285
FKBP14,ENSG00000106080
FKBP1A,ENSG00000088832
FKBP1AP3,ENSG00000230243
FKBP1B,ENSG00000119782
FKBP1BP1,ENSG00000258536
FKBP2,ENSG00000173486
FKBP3,ENSG00000100442
FKBP4P1,ENSG00000251463
FKBP4P6,ENSG00000268234
FKBP4P7,ENSG00000235256
FKBP4P8,ENSG00000276457
FKBP5,ENSG00000096060
FKBP6,ENSG00000077800
FKBP7,ENSG00000079150
FKBP8,ENSG00000105701
FKBP9,ENSG00000122642
FKBPL,ENSG00000204315
FKRP,ENSG00000181027
FKTN,ENSG00000106692
FLAD1,ENSG00000160688
FLG,ENSG00000143631
FLG-AS1,ENSG00000237975
FLG2,ENSG00000143520
FLI1,ENSG00000151702
FLNA,ENSG00000196924
FLNB,ENSG00000136068
FLNB-AS1,ENSG00000244161
FLOT1,ENSG00000137312
FLOT2,ENSG00000132589
FLRT1,ENSG00000126500
FLRT2,ENSG00000185070
FLT1,ENSG00000102755
FLT1P1,ENSG00000229515
FLT3,ENSG00000122025
FLT3LG,ENSG00000090554
FLVCR1,ENSG00000162769
FLVCR2,ENSG00000119686
FLYWCH1,ENSG00000059122
FLYWCH2,ENSG00000162076
FMC1,ENSG00000164898
FMC1-LUC7L2,ENSG00000269955
FMN1,ENSG00000248905
FMNL1,ENSG00000184922
FMNL2,ENSG00000157827
FMO1,ENSG00000010932
FMO10P,ENSG00000234984
FMO3,ENSG00000007933
FMO5,ENSG00000131781
FMO6P,ENSG00000117507
FMO7P,ENSG00000230231
FMO9P,ENSG00000215834
FMOD,ENSG00000122176
FMR1NB,ENSG00000176988
FN1,ENSG00000115414
FN3KRP,ENSG00000141560
FNBP1L,ENSG00000137942
FNDC1,ENSG00000164694
FNDC1-IT1,ENSG00000235086
FNDC10,ENSG00000228594
FNDC11,ENSG00000125531
FNDC3A,ENSG00000102531
FNDC3CP,ENSG00000223592
FNDC4,ENSG00000115226
FNDC5,ENSG00000160097
FNDC7,ENSG00000143107
FNDC8,ENSG00000073598
FNDC9,ENSG00000172568
FNIP1,ENSG00000217128
FNTA,ENSG00000168522
FNTAP2,ENSG00000230022
FOCAD-AS1,ENSG00000227071
FOLH1,ENSG00000086205
FOLR1,ENSG00000110195
FOLR2,ENSG00000165457
FOLR3,ENSG00000110203
FOS,ENSG00000170345
FOSL1,ENSG00000175592
FOSL2,ENSG00000075426
FOXA1,ENSG00000129514
FOXA2,ENSG00000125798
FOXA3,ENSG00000170608
FOXB1,ENSG00000171956
FOXB2,ENSG00000204612
FOXC1,ENSG00000054598
FOXC2,ENSG00000176692
FOXC2-AS1,ENSG00000260944
FOXD1,ENSG00000251493
FOXD1-AS1,ENSG00000247993
FOXD2,ENSG00000186564
FOXD2-AS1,ENSG00000237424
FOXD3-AS1,ENSG00000230798
FOXD4,ENSG00000170122
FOXD4L4,ENSG00000184659
FOXD4L5,ENSG00000204779
FOXD4L6,ENSG00000273514
FOXE1,ENSG00000178919
FOXF1,ENSG00000103241
FOXG1-AS1,ENSG00000257126
FOXJ3,ENSG00000198815
FOXK1,ENSG00000164916
FOXK2,ENSG00000141568
FOXL1,ENSG00000176678
FOXN2,ENSG00000170802
FOXN3,ENSG00000053254
FOXN3-AS2,ENSG00000259073
FOXN3P1,ENSG00000176318
FOXO1,ENSG00000150907
FOXO3,ENSG00000118689
FOXO3B,ENSG00000240445
FOXO4,ENSG00000184481
FOXO6-AS1,ENSG00000229901
FOXP1,ENSG00000114861
FOXP1-AS1,ENSG00000244203
FOXP3,ENSG00000049768
FOXP4-AS1,ENSG00000234753
